stamp,raw_flow_attempts,raw_flow_success,raw_flow_after_f,enhanced_flow_attempts,enhanced_flow_success,enhanced_flow_after_f,enhanced_before_bnr,enhanced_removed_bnr,enhanced_after_bnr,published
1403638542.0278296,127,125,125,142,139,139,0,0,0,0
1403638542.0778294,125,120,112,139,137,124,147,0,147,1
1403638542.1278296,130,123,123,147,138,138,0,0,0,0
1403638542.1778295,123,121,96,138,132,111,137,0,137,1
1403638542.2278297,106,103,103,137,131,131,0,0,0,0
1403638542.2778294,103,98,88,131,130,115,137,0,137,1
1403638542.3278296,106,101,101,137,131,131,0,0,0,0
1403638542.3778296,101,95,90,131,129,116,146,3,143,1
1403638542.4278295,118,114,114,143,135,135,0,0,0,0
1403638542.4778295,114,111,103,135,129,118,139,0,139,1
1403638542.5278296,116,113,113,139,135,135,0,0,0,0
1403638542.5778294,113,112,90,135,133,117,150,3,147,1
1403638542.6278296,113,111,111,147,143,143,0,0,0,0
1403638542.6778295,111,107,104,143,140,135,148,2,146,1
1403638542.7278297,115,114,114,146,145,145,0,0,0,0
1403638542.7778294,114,112,104,145,142,121,148,2,146,1
1403638542.8278296,119,118,118,146,144,144,0,0,0,0
1403638542.8778296,118,116,111,144,140,133,150,0,150,1
1403638542.9278295,123,119,119,150,144,144,0,0,0,0
1403638542.9778295,119,118,112,144,141,121,148,3,145,1
1403638543.0278296,122,118,118,145,139,139,0,0,0,0
1403638543.0778294,118,116,80,139,139,128,150,0,150,1
1403638543.1278296,109,109,109,150,149,149,0,0,0,0
1403638543.1778295,109,106,98,149,147,137,150,0,150,1
1403638543.2278297,122,121,121,150,150,150,0,0,0,0
1403638543.2778294,121,121,120,150,149,141,150,0,150,1
1403638543.3278296,126,125,125,150,150,150,0,0,0,0
1403638543.3778296,125,124,123,150,149,147,150,5,145,1
1403638543.4278295,150,148,148,145,143,143,0,0,0,0
1403638543.4778295,148,145,141,143,141,134,150,0,150,1
1403638543.5278296,144,141,141,150,147,147,0,0,0,0
1403638543.5778294,141,139,132,147,144,133,150,0,150,1
1403638543.6278296,143,138,138,150,147,147,0,0,0,0
1403638543.6778295,138,135,124,147,144,128,150,5,145,1
1403638543.7278297,128,125,125,145,139,139,0,0,0,0
1403638543.7778294,125,122,118,139,139,119,150,0,150,1
1403638543.8278296,123,120,120,150,144,144,0,0,0,0
1403638543.8778296,120,119,113,144,142,125,150,3,147,1
1403638543.9278295,130,126,126,147,143,143,0,0,0,0
1403638543.9778295,126,122,106,143,138,108,150,3,147,1
1403638544.0278296,126,120,120,147,144,144,0,0,0,0
1403638544.0778294,120,118,102,144,142,109,150,4,146,1
1403638544.1278296,117,114,114,146,143,143,0,0,0,0
1403638544.1778295,114,113,103,143,141,124,150,4,146,1
1403638544.2278297,122,118,118,146,140,140,0,0,0,0
1403638544.2778294,118,115,111,140,137,119,150,2,148,1
1403638544.3278296,130,122,122,148,145,145,0,0,0,0
1403638544.3778296,122,120,118,145,141,133,150,0,150,1
1403638544.4278295,126,122,122,150,147,147,0,0,0,0
1403638544.4778295,122,119,118,147,144,133,150,0,150,1
1403638544.5278296,122,118,118,150,145,145,0,0,0,0
1403638544.5778294,118,117,113,145,144,141,150,0,150,1
1403638544.6278296,116,113,113,150,147,147,0,0,0,0
1403638544.6778295,113,113,108,147,146,137,150,0,150,1
1403638544.7278297,112,111,111,150,148,148,0,0,0,0
1403638544.7778294,111,111,105,148,147,140,150,0,150,1
1403638544.8278296,118,116,116,150,146,146,0,0,0,0
1403638544.8778296,116,116,114,146,144,135,150,0,150,1
1403638544.9278295,130,128,128,150,147,147,0,0,0,0
1403638544.9778295,128,127,123,147,146,143,150,0,150,1
1403638545.0278296,132,129,129,150,146,146,0,0,0,0
1403638545.0778294,129,124,124,146,143,138,150,0,150,1
1403638545.1278296,133,129,129,150,147,147,0,0,0,0
1403638545.1778295,129,128,127,147,146,144,150,0,150,1
1403638545.2278297,150,148,148,150,148,148,0,0,0,0
1403638545.2778294,148,147,144,148,146,142,150,0,150,1
1403638545.3278296,150,149,149,150,148,148,0,0,0,0
1403638545.3778296,149,148,145,148,146,134,150,0,150,1
1403638545.4278295,148,148,148,150,149,149,0,0,0,0
1403638545.4778295,148,147,144,149,146,141,150,0,150,1
1403638545.5278296,150,146,146,150,147,147,0,0,0,0
1403638545.5778294,146,145,136,147,145,132,150,0,150,1
1403638545.6278296,146,144,144,150,150,150,0,0,0,0
1403638545.6778295,144,142,131,150,148,138,150,0,150,1
1403638545.7278297,149,148,148,150,147,147,0,0,0,0
1403638545.7778294,148,147,129,147,145,127,150,0,150,1
1403638545.8278296,143,141,141,150,144,144,0,0,0,0
1403638545.8778296,141,137,128,144,142,129,150,0,150,1
1403638545.9278295,150,149,149,150,148,148,0,0,0,0
1403638545.9778295,149,146,128,148,145,128,150,0,150,1
1403638546.0278296,150,149,149,150,147,147,0,0,0,0
1403638546.0778294,149,148,134,147,143,130,150,0,150,1
1403638546.1278296,149,145,145,150,146,146,0,0,0,0
1403638546.1778295,145,144,138,146,143,136,150,2,148,1
1403638546.2278297,150,145,145,148,146,146,0,0,0,0
1403638546.2778294,145,144,133,146,146,138,150,0,150,1
1403638546.3278296,150,147,147,150,149,149,0,0,0,0
1403638546.3778296,147,146,143,149,148,138,150,0,150,1
1403638546.4278295,150,149,149,150,146,146,0,0,0,0
1403638546.4778295,149,146,146,146,144,140,150,0,150,1
1403638546.5278296,150,147,147,150,150,150,0,0,0,0
1403638546.5778294,147,143,136,150,148,143,150,0,150,1
1403638546.6278296,150,146,146,150,145,145,0,0,0,0
1403638546.6778295,146,142,139,145,140,135,150,0,150,1
1403638546.7278297,150,147,147,150,146,146,0,0,0,0
1403638546.7778294,147,147,140,146,144,121,150,0,150,1
1403638546.8278296,150,147,147,150,149,149,0,0,0,0
1403638546.8778296,147,145,138,149,147,137,150,0,150,1
1403638546.9278295,150,145,145,150,144,144,0,0,0,0
1403638546.9778295,145,143,131,144,144,129,150,0,150,1
1403638547.0278296,150,148,148,150,146,146,0,0,0,0
1403638547.0778294,148,145,139,146,145,137,150,0,150,1
1403638547.1278296,150,147,147,150,150,150,0,0,0,0
1403638547.1778295,147,146,144,150,149,136,150,0,150,1
1403638547.2278297,150,149,149,150,145,145,0,0,0,0
1403638547.2778294,149,146,144,145,143,130,150,0,150,1
1403638547.3278296,150,147,147,150,148,148,0,0,0,0
1403638547.3778296,147,147,146,148,145,141,150,0,150,1
1403638547.4278295,150,148,148,150,147,147,0,0,0,0
1403638547.4778295,148,143,141,147,144,136,150,0,150,1
1403638547.5278296,150,143,143,150,147,147,0,0,0,0
1403638547.5778294,143,138,136,147,143,129,150,0,150,1
1403638547.6278296,150,145,145,150,146,146,0,0,0,0
1403638547.6778295,145,139,135,146,143,133,150,0,150,1
1403638547.7278297,150,147,147,150,148,148,0,0,0,0
1403638547.7778294,147,146,143,148,146,132,150,0,150,1
1403638547.8278296,150,148,148,150,146,146,0,0,0,0
1403638547.8778296,148,143,137,146,143,131,150,0,150,1
1403638547.9278295,150,146,146,150,145,145,0,0,0,0
1403638547.9778295,146,145,142,145,143,139,150,4,146,1
1403638548.0278296,150,148,148,146,143,143,0,0,0,0
1403638548.0778294,148,144,135,143,142,117,150,0,150,1
1403638548.1278296,150,144,144,150,149,149,0,0,0,0
1403638548.1778295,144,142,133,149,143,126,150,0,150,1
1403638548.2278297,150,148,148,150,150,150,0,0,0,0
1403638548.2778294,148,145,127,150,144,125,150,0,150,1
1403638548.3278296,150,142,142,150,144,144,0,0,0,0
1403638548.3778296,142,140,121,144,141,111,150,0,150,1
1403638548.4278295,150,145,145,150,143,143,0,0,0,0
1403638548.4778295,145,143,123,143,140,118,150,0,150,1
1403638548.5278296,146,141,141,150,147,147,0,0,0,0
1403638548.5778294,141,137,117,147,141,123,150,0,150,1
1403638548.6278296,140,135,135,150,145,145,0,0,0,0
1403638548.6778295,135,134,127,145,143,126,150,0,150,1
1403638548.7278297,150,147,147,150,149,149,0,0,0,0
1403638548.7778294,147,145,135,149,148,137,150,0,150,1
1403638548.8278296,150,145,145,150,144,144,0,0,0,0
1403638548.8778296,145,144,136,144,144,137,150,0,150,1
1403638548.9278295,145,143,143,150,148,148,0,0,0,0
1403638548.9778295,143,141,131,148,146,122,150,0,150,1
1403638549.0278296,148,143,143,150,145,145,0,0,0,0
1403638549.0778294,143,140,131,145,143,130,150,0,150,1
1403638549.1278296,150,144,144,150,146,146,0,0,0,0
1403638549.1778295,144,141,131,146,143,136,150,0,150,1
1403638549.2278297,150,147,147,150,148,148,0,0,0,0
1403638549.2778294,147,143,136,148,148,125,150,0,150,1
1403638549.3278296,150,143,143,150,148,148,0,0,0,0
1403638549.3778296,143,139,131,148,146,132,150,0,150,1
1403638549.4278295,150,147,147,150,148,148,0,0,0,0
1403638549.4778295,147,144,136,148,146,133,150,0,150,1
1403638549.5278296,150,146,146,150,146,146,0,0,0,0
1403638549.5778294,146,144,134,146,140,120,150,0,150,1
1403638549.6278296,146,143,143,150,146,146,0,0,0,0
1403638549.6778295,143,141,127,146,144,136,150,0,150,1
1403638549.7278297,144,141,141,150,147,147,0,0,0,0
1403638549.7778294,141,136,130,147,146,128,150,0,150,1
1403638549.8278296,144,140,140,150,144,144,0,0,0,0
1403638549.8778296,140,135,125,144,142,128,150,0,150,1
1403638549.9278295,150,147,147,150,145,145,0,0,0,0
1403638549.9778295,147,143,130,145,141,125,150,0,150,1
1403638550.0278296,147,144,144,150,148,148,0,0,0,0
1403638550.0778294,144,142,120,148,143,124,150,0,150,1
1403638550.1278296,144,137,137,150,145,145,0,0,0,0
1403638550.1778295,137,136,117,145,143,119,150,0,150,1
1403638550.2278297,131,128,128,150,146,146,0,0,0,0
1403638550.2778294,128,127,120,146,143,119,150,3,147,1
1403638550.3278296,144,140,140,147,147,147,0,0,0,0
1403638550.3778296,140,133,122,147,141,116,150,0,150,1
1403638550.4278295,147,138,138,150,141,141,0,0,0,0
1403638550.4778295,138,136,127,141,140,120,150,0,150,1
1403638550.5278296,137,131,131,150,147,147,0,0,0,0
1403638550.5778294,131,130,112,147,145,123,150,0,150,1
1403638550.6278296,135,133,133,150,149,149,0,0,0,0
1403638550.6778295,133,129,117,149,145,122,150,0,150,1
1403638550.7278297,130,128,128,150,145,145,0,0,0,0
1403638550.7778294,128,123,112,145,136,119,150,0,150,1
1403638550.8278296,125,124,124,150,144,144,0,0,0,0
1403638550.8778296,124,120,115,144,142,119,143,0,143,1
1403638550.9278295,124,121,121,143,138,138,0,0,0,0
1403638550.9778295,121,121,107,138,135,114,150,0,150,1
1403638551.0278296,121,116,116,150,144,144,0,0,0,0
1403638551.0778294,116,114,106,144,141,117,137,0,137,1
1403638551.1278296,116,113,113,137,133,133,0,0,0,0
1403638551.1778295,113,112,101,133,129,117,150,0,150,1
1403638551.2278297,119,115,115,150,148,148,0,0,0,0
1403638551.2778294,115,113,103,148,145,120,150,0,150,1
1403638551.3278296,119,118,118,150,148,148,0,0,0,0
1403638551.3778296,118,116,106,148,145,118,150,0,150,1
1403638551.4278295,115,115,115,150,147,147,0,0,0,0
1403638551.4778295,115,114,95,147,145,119,150,0,150,1
1403638551.5278296,115,112,112,150,146,146,0,0,0,0
1403638551.5778294,112,108,99,146,142,109,142,0,142,1
1403638551.6278296,115,110,110,142,135,135,0,0,0,0
1403638551.6778295,110,106,95,135,129,108,143,0,143,1
1403638551.7278297,107,105,105,143,138,138,0,0,0,0
1403638551.7778294,105,104,94,138,137,106,133,0,133,1
1403638551.8278296,108,107,107,133,129,129,0,0,0,0
1403638551.8778296,107,103,92,129,122,104,133,0,133,1
1403638551.9278295,108,104,104,133,126,126,0,0,0,0
1403638551.9778295,104,100,92,126,122,99,130,0,130,1
1403638552.0278296,108,107,107,130,124,124,0,0,0,0
1403638552.0778294,107,104,91,124,123,92,139,0,139,1
1403638552.1278296,114,109,109,139,135,135,0,0,0,0
1403638552.1778295,109,108,102,135,134,101,139,0,139,1
1403638552.2278297,112,110,110,139,134,134,0,0,0,0
1403638552.2778294,110,110,100,134,134,109,150,0,150,1
1403638552.3278296,112,111,111,150,146,146,0,0,0,0
1403638552.3778296,111,109,100,146,143,112,150,0,150,1
1403638552.4278295,108,107,107,150,143,143,0,0,0,0
1403638552.4778295,107,103,90,143,139,116,143,0,143,1
1403638552.5278296,106,101,101,143,138,138,0,0,0,0
1403638552.5778294,101,100,95,138,132,107,150,0,150,1
1403638552.6278296,119,117,117,150,144,144,0,0,0,0
1403638552.6778295,117,114,107,144,143,118,150,0,150,1
1403638552.7278297,117,115,115,150,143,143,0,0,0,0
1403638552.7778294,115,114,110,143,140,118,142,0,142,1
1403638552.8278296,112,109,109,142,140,140,0,0,0,0
1403638552.8778296,109,109,106,140,139,129,150,0,150,1
1403638552.9278295,110,109,109,150,149,149,0,0,0,0
1403638552.9778295,109,108,106,149,148,125,150,0,150,1
1403638553.0278296,106,106,106,150,145,145,0,0,0,0
1403638553.0778294,106,103,100,145,141,125,148,0,148,1
1403638553.1278296,108,105,105,148,147,147,0,0,0,0
1403638553.1778295,105,104,101,147,144,116,142,0,142,1
1403638553.2278297,115,110,110,142,135,135,0,0,0,0
1403638553.2778294,110,108,99,135,133,106,144,0,144,1
1403638553.3278296,114,111,111,144,137,137,0,0,0,0
1403638553.3778296,111,111,103,137,137,113,134,0,134,1
1403638553.4278295,114,114,114,134,131,131,0,0,0,0
1403638553.4778295,114,112,101,131,129,114,150,0,150,1
1403638553.5278296,110,108,108,150,149,149,0,0,0,0
1403638553.5778294,108,108,101,149,148,104,130,0,130,1
1403638553.6278296,109,108,108,130,129,129,0,0,0,0
1403638553.6778295,108,108,102,129,127,110,150,0,150,1
1403638553.7278297,111,111,111,150,150,150,0,0,0,0
1403638553.7778294,111,111,102,150,149,114,150,0,150,1
1403638553.8278296,109,109,109,150,150,150,0,0,0,0
1403638553.8778296,109,109,104,150,150,126,150,0,150,1
1403638553.9278295,110,110,110,150,150,150,0,0,0,0
1403638553.9778295,110,109,104,150,148,129,150,0,150,1
1403638554.0278296,112,111,111,150,149,149,0,0,0,0
1403638554.0778294,111,111,106,149,148,111,138,0,138,1
1403638554.1278296,114,113,113,138,138,138,0,0,0,0
1403638554.1778295,113,112,108,138,135,116,138,0,138,1
1403638554.2278297,114,112,112,138,137,137,0,0,0,0
1403638554.2778294,112,112,108,137,132,109,132,0,132,1
1403638554.3278296,131,130,130,132,131,131,0,0,0,0
1403638554.3778296,130,128,123,131,129,105,139,0,139,1
1403638554.4278295,125,124,124,139,137,137,0,0,0,0
1403638554.4778295,124,124,116,137,136,115,150,0,150,1
1403638554.5278296,125,125,125,150,150,150,0,0,0,0
1403638554.5778294,125,125,121,150,150,141,150,0,150,1
1403638554.6278296,143,142,142,150,148,148,0,0,0,0
1403638554.6778295,142,142,130,148,148,130,150,0,150,1
1403638554.7278297,136,135,135,150,150,150,0,0,0,0
1403638554.7778294,135,134,129,150,150,137,150,0,150,1
1403638554.8278296,136,136,136,150,150,150,0,0,0,0
1403638554.8778296,136,136,127,150,149,120,150,0,150,1
1403638554.9278295,134,133,133,150,150,150,0,0,0,0
1403638554.9778295,133,132,126,150,148,121,150,0,150,1
1403638555.0278296,136,135,135,150,149,149,0,0,0,0
1403638555.0778294,135,135,127,149,149,131,147,0,147,1
1403638555.1278296,138,138,138,147,145,145,0,0,0,0
1403638555.1778295,138,138,127,145,145,120,147,0,147,1
1403638555.2278297,140,139,139,147,143,143,0,0,0,0
1403638555.2778294,139,138,125,143,141,117,150,0,150,1
1403638555.3278296,129,129,129,150,149,149,0,0,0,0
1403638555.3778296,129,127,119,149,145,123,150,0,150,1
1403638555.4278295,131,129,129,150,148,148,0,0,0,0
1403638555.4778295,129,128,116,148,145,117,150,0,150,1
1403638555.5278296,124,122,122,150,147,147,0,0,0,0
1403638555.5778294,122,122,108,147,146,120,144,0,144,1
1403638555.6278296,131,130,130,144,143,143,0,0,0,0
1403638555.6778295,130,129,119,143,142,128,150,0,150,1
1403638555.7278297,129,128,128,150,150,150,0,0,0,0
1403638555.7778294,128,128,116,150,150,131,150,0,150,1
1403638555.8278296,131,131,131,150,150,150,0,0,0,0
1403638555.8778296,131,130,121,150,150,135,150,0,150,1
1403638555.9278295,136,136,136,150,150,150,0,0,0,0
1403638555.9778295,136,136,132,150,150,138,150,0,150,1
1403638556.0278296,133,133,133,150,150,150,0,0,0,0
1403638556.0778294,133,132,128,150,149,131,150,0,150,1
1403638556.1278296,130,129,129,150,150,150,0,0,0,0
1403638556.1778295,129,127,123,150,148,128,150,3,147,1
1403638556.2278297,136,133,133,147,146,146,0,0,0,0
1403638556.2778294,133,132,129,146,145,127,150,0,150,1
1403638556.3278296,137,137,137,150,148,148,0,0,0,0
1403638556.3778296,137,137,133,148,146,130,150,0,150,1
1403638556.4278295,136,136,136,150,149,149,0,0,0,0
1403638556.4778295,136,134,129,149,148,120,149,0,149,1
1403638556.5278296,134,133,133,149,147,147,0,0,0,0
1403638556.5778294,133,133,129,147,144,125,150,0,150,1
1403638556.6278296,135,135,135,150,145,145,0,0,0,0
1403638556.6778295,135,135,131,145,144,129,150,0,150,1
1403638556.7278297,138,134,134,150,149,149,0,0,0,0
1403638556.7778294,134,133,130,149,146,122,150,0,150,1
1403638556.8278296,145,140,140,150,145,145,0,0,0,0
1403638556.8778296,140,140,131,145,145,104,150,0,150,1
1403638556.9278295,134,133,133,150,148,148,0,0,0,0
1403638556.9778295,133,133,127,148,147,113,147,0,147,1
1403638557.0278296,131,129,129,147,145,145,0,0,0,0
1403638557.0778294,129,128,111,145,144,112,138,0,138,1
1403638557.1278296,122,120,120,138,138,138,0,0,0,0
1403638557.1778295,120,120,111,138,138,118,145,0,145,1
1403638557.2278297,125,123,123,145,144,144,0,0,0,0
1403638557.2778294,123,123,118,144,143,106,150,0,150,1
1403638557.3278296,122,120,120,150,145,145,0,0,0,0
1403638557.3778296,120,119,114,145,145,126,150,0,150,1
1403638557.4278295,121,119,119,150,150,150,0,0,0,0
1403638557.4778295,119,119,107,150,148,122,140,0,140,1
1403638557.5278296,114,113,113,140,136,136,0,0,0,0
1403638557.5778294,113,112,98,136,135,123,150,0,150,1
1403638557.6278296,114,112,112,150,150,150,0,0,0,0
1403638557.6778295,112,112,97,150,147,129,150,0,150,1
1403638557.7278297,115,113,113,150,148,148,0,0,0,0
1403638557.7778294,113,111,105,148,147,121,142,0,142,1
1403638557.8278296,113,112,112,142,140,140,0,0,0,0
1403638557.8778296,112,112,106,140,138,125,150,0,150,1
1403638557.9278295,117,115,115,150,149,149,0,0,0,0
1403638557.9778295,115,112,101,149,148,128,150,0,150,1
1403638558.0278296,114,114,114,150,149,149,0,0,0,0
1403638558.0778294,114,114,97,149,146,107,142,0,142,1
1403638558.1278296,109,107,107,142,141,141,0,0,0,0
1403638558.1778295,107,104,100,141,141,111,150,0,150,1
1403638558.2278297,110,108,108,150,147,147,0,0,0,0
1403638558.2778294,108,105,92,147,142,114,150,0,150,1
1403638558.3278296,105,104,104,150,148,148,0,0,0,0
1403638558.3778296,104,104,87,148,146,120,148,0,148,1
1403638558.4278295,105,102,102,148,143,143,0,0,0,0
1403638558.4778295,102,98,83,143,140,118,150,0,150,1
1403638558.5278296,101,99,99,150,148,148,0,0,0,0
1403638558.5778294,99,99,93,148,147,123,150,0,150,1
1403638558.6278296,102,101,101,150,144,144,0,0,0,0
1403638558.6778295,101,99,86,144,141,120,148,0,148,1
1403638558.7278297,101,98,98,148,144,144,0,0,0,0
1403638558.7778294,98,96,83,144,142,102,150,0,150,1
1403638558.8278296,100,98,98,150,148,148,0,0,0,0
1403638558.8778296,98,97,87,148,146,101,150,0,150,1
1403638558.9278295,103,103,103,150,148,148,0,0,0,0
1403638558.9778295,103,97,87,148,145,113,149,0,149,1
1403638559.0278296,94,89,89,149,144,144,0,0,0,0
1403638559.0778294,89,89,79,144,143,114,143,0,143,1
1403638559.1278296,91,90,90,143,138,138,0,0,0,0
1403638559.1778295,90,90,84,138,136,112,139,0,139,1
1403638559.2278297,94,94,94,139,137,137,0,0,0,0
1403638559.2778294,94,91,76,137,136,99,145,0,145,1
1403638559.3278296,87,87,87,145,140,140,0,0,0,0
1403638559.3778296,87,85,71,140,138,116,148,0,148,1
1403638559.4278295,83,82,82,148,145,145,0,0,0,0
1403638559.4778295,82,82,74,145,143,112,148,0,148,1
1403638559.5278296,85,83,83,148,142,142,0,0,0,0
1403638559.5778294,83,82,70,142,140,117,150,3,147,1
1403638559.6278296,88,84,84,147,144,144,0,0,0,0
1403638559.6778295,84,84,68,144,143,109,150,0,150,1
1403638559.7278297,88,88,88,150,149,149,0,0,0,0
1403638559.7778294,88,86,82,149,148,120,146,0,146,1
1403638559.8278296,92,92,92,146,146,146,0,0,0,0
1403638559.8778296,92,92,72,146,144,112,150,1,149,1
1403638559.9278295,90,88,88,149,147,147,0,0,0,0
1403638559.9778295,88,86,77,147,143,111,142,0,142,1
1403638560.0278296,85,81,81,142,137,137,0,0,0,0
1403638560.0778294,81,81,70,137,136,99,133,0,133,1
1403638560.1278296,84,80,80,133,128,128,0,0,0,0
1403638560.1778295,80,80,66,128,127,89,126,3,123,1
1403638560.2278297,78,73,73,123,120,120,0,0,0,0
1403638560.2778294,73,70,57,120,114,81,124,0,124,1
1403638560.3278296,66,60,60,124,114,114,0,0,0,0
1403638560.3778296,60,54,47,114,111,79,137,0,137,1
1403638560.4278295,62,58,58,137,132,132,0,0,0,0
1403638560.4778295,58,56,49,132,129,92,139,0,139,1
1403638560.5278296,68,63,63,139,133,133,0,0,0,0
1403638560.5778294,63,63,53,133,130,90,150,0,150,1
1403638560.6278296,63,61,61,150,143,143,0,0,0,0
1403638560.6778295,61,58,51,143,137,104,149,0,149,1
1403638560.7278297,69,68,68,149,143,143,0,0,0,0
1403638560.7778294,68,62,56,143,140,112,150,0,150,1
1403638560.8278296,89,84,84,150,145,145,0,0,0,0
1403638560.8778296,84,78,69,145,139,107,150,0,150,1
1403638560.9278295,84,78,78,150,146,146,0,0,0,0
1403638560.9778295,78,75,67,146,142,116,150,0,150,1
1403638561.0278296,82,78,78,150,144,144,0,0,0,0
1403638561.0778294,78,77,61,144,142,110,150,0,150,1
1403638561.1278296,74,72,72,150,146,146,0,0,0,0
1403638561.1778295,72,68,57,146,140,113,149,0,149,1
1403638561.2278297,73,70,70,149,142,142,0,0,0,0
1403638561.2778294,70,70,61,142,142,108,150,0,150,1
1403638561.3278296,71,70,70,150,148,148,0,0,0,0
1403638561.3778296,70,70,53,148,143,110,150,0,150,1
1403638561.4278295,83,82,82,150,145,145,0,0,0,0
1403638561.4778295,82,81,68,145,142,109,147,0,147,1
1403638561.5278296,93,92,92,147,143,143,0,0,0,0
1403638561.5778294,92,89,81,143,139,112,150,4,146,1
1403638561.6278296,91,89,89,146,142,142,0,0,0,0
1403638561.6778295,89,87,77,142,140,118,150,0,150,1
1403638561.7278297,88,87,87,150,146,146,0,0,0,0
1403638561.7778294,87,87,84,146,145,125,150,0,150,1
1403638561.8278296,95,93,93,150,149,149,0,0,0,0
1403638561.8778296,93,92,87,149,147,119,150,0,150,1
1403638561.9278295,94,93,93,150,147,147,0,0,0,0
1403638561.9778295,93,93,88,147,144,116,149,0,149,1
1403638562.0278296,91,91,91,149,146,146,0,0,0,0
1403638562.0778294,91,90,83,146,145,118,150,0,150,1
1403638562.1278296,93,91,91,150,144,144,0,0,0,0
1403638562.1778295,91,91,84,144,142,113,150,0,150,1
1403638562.2278297,91,91,91,150,149,149,0,0,0,0
1403638562.2778294,91,91,83,149,148,117,150,0,150,1
1403638562.3278296,99,98,98,150,147,147,0,0,0,0
1403638562.3778296,98,95,85,147,144,115,149,0,149,1
1403638562.4278295,101,100,100,149,146,146,0,0,0,0
1403638562.4778295,100,99,89,146,144,117,150,0,150,1
1403638562.5278296,97,94,94,150,145,145,0,0,0,0
1403638562.5778294,94,92,87,145,144,120,150,0,150,1
1403638562.6278296,97,96,96,150,139,139,0,0,0,0
1403638562.6778295,96,95,79,139,137,119,146,0,146,1
1403638562.7278297,91,88,88,146,144,144,0,0,0,0
1403638562.7778294,88,87,78,144,140,108,143,0,143,1
1403638562.8278296,86,84,84,143,138,138,0,0,0,0
1403638562.8778296,84,84,75,138,136,112,145,0,145,1
1403638562.9278295,111,109,109,145,138,138,0,0,0,0
1403638562.9778295,109,105,91,138,134,111,150,0,150,1
1403638563.0278296,103,103,103,150,143,143,0,0,0,0
1403638563.0778294,103,102,94,143,140,113,150,0,150,1
1403638563.1278296,102,100,100,150,143,143,0,0,0,0
1403638563.1778295,100,99,84,143,139,120,150,0,150,1
1403638563.2278297,101,101,101,150,143,143,0,0,0,0
1403638563.2778294,101,97,82,143,142,123,140,0,140,1
1403638563.3278296,95,94,94,140,138,138,0,0,0,0
1403638563.3778296,94,92,85,138,136,121,150,0,150,1
1403638563.4278295,92,90,90,150,142,142,0,0,0,0
1403638563.4778295,90,90,84,142,142,120,144,0,144,1
1403638563.5278296,113,112,112,144,142,142,0,0,0,0
1403638563.5778294,112,112,96,142,139,118,147,0,147,1
1403638563.6278296,114,113,113,147,146,146,0,0,0,0
1403638563.6778295,113,112,105,146,146,128,150,0,150,1
1403638563.7278297,113,112,112,150,149,149,0,0,0,0
1403638563.7778294,112,112,105,149,149,136,150,0,150,1
1403638563.8278296,108,108,108,150,150,150,0,0,0,0
1403638563.8778296,108,108,98,150,149,139,150,0,150,1
1403638563.9278295,118,118,118,150,150,150,0,0,0,0
1403638563.9778295,118,118,106,150,150,139,150,0,150,1
1403638564.0278296,130,129,129,150,150,150,0,0,0,0
1403638564.0778294,129,129,117,150,150,138,150,1,149,1
1403638564.1278296,124,124,124,149,149,149,0,0,0,0
1403638564.1778295,124,124,113,149,149,134,150,0,150,1
1403638564.2278297,123,123,123,150,150,150,0,0,0,0
1403638564.2778294,123,122,109,150,150,136,150,0,150,1
1403638564.3278296,115,115,115,150,150,150,0,0,0,0
1403638564.3778296,115,115,106,150,150,138,141,0,141,1
1403638564.4278295,113,111,111,141,141,141,0,0,0,0
1403638564.4778295,111,111,101,141,141,124,137,0,137,1
1403638564.5278296,105,105,105,137,137,137,0,0,0,0
1403638564.5778294,105,105,100,137,137,118,144,1,143,1
1403638564.6278296,114,111,111,143,143,143,0,0,0,0
1403638564.6778295,111,111,70,143,143,114,135,0,135,1
1403638564.7278297,80,80,80,135,135,135,0,0,0,0
1403638564.7778294,80,80,68,135,135,122,136,0,136,1
1403638564.8278296,82,82,82,136,136,136,0,0,0,0
1403638564.8778296,82,82,73,136,135,121,132,0,132,1
1403638564.9278295,90,90,90,132,131,131,0,0,0,0
1403638564.9778295,90,90,80,131,131,108,128,0,128,1
1403638565.0278296,88,84,84,128,123,123,0,0,0,0
1403638565.0778294,84,84,69,123,122,97,128,0,128,1
1403638565.1278296,81,81,81,128,126,126,0,0,0,0
1403638565.1778295,81,81,64,126,126,95,129,0,129,1
1403638565.2278297,72,72,72,129,128,128,0,0,0,0
1403638565.2778294,72,72,63,128,125,84,116,0,116,1
1403638565.3278296,62,62,62,116,115,115,0,0,0,0
1403638565.3778296,62,62,49,115,113,87,115,0,115,1
1403638565.4278295,64,64,64,115,113,113,0,0,0,0
1403638565.4778295,64,64,47,113,110,82,108,0,108,1
1403638565.5278296,61,61,61,108,105,105,0,0,0,0
1403638565.5778294,61,61,51,105,103,83,104,0,104,1
1403638565.6278296,60,59,59,104,100,100,0,0,0,0
1403638565.6778295,59,58,44,100,99,82,116,0,116,1
1403638565.7278297,58,57,57,116,113,113,0,0,0,0
1403638565.7778294,57,57,51,113,107,81,111,1,110,1
1403638565.8278296,62,61,61,110,108,108,0,0,0,0
1403638565.8778296,61,61,51,108,106,85,106,0,106,1
1403638565.9278295,62,62,62,106,105,105,0,0,0,0
