stamp,raw_features,enhanced_features_before,enhanced_features_removed,enhanced_features_after,noisy_blocks,maximum_noise_ratio
1403638568.6778295,120,150,0,150,0,2.8366706251332179
1403638568.7778294,128,150,0,150,0,3.1639129294518753
1403638568.8778296,140,150,0,150,0,3.3782067733897958
1403638568.9778295,146,150,0,150,0,2.9033171758604648
1403638569.0778294,143,150,0,150,0,2.6660248990978155
1403638569.1778295,150,150,0,150,0,3.5193201273874051
1403638569.2778294,150,150,0,150,0,3.6151898734177217
1403638569.3778296,150,147,0,147,0,2.9836627140974974
1403638569.4778295,149,150,0,150,0,2.9335049335049339
1403638569.5778294,150,150,0,150,0,2.5454582351640012
1403638569.6778295,150,150,0,150,0,2.7798248263364544
1403638569.7778294,150,150,0,150,0,3.2555555555555551
1403638569.8778296,150,150,0,150,0,4.1734248284466622
1403638569.9778295,150,150,0,150,0,3.3274820743209061
1403638570.0778294,150,150,0,150,0,4.5999999999999996
1403638570.1778295,150,150,5,145,1,inf
1403638570.2778294,150,150,0,150,0,3.1538461538461537
1403638570.3778296,150,150,0,150,0,3.8391038696537678
1403638570.4778295,146,150,0,150,0,3.9834947183098586
1403638570.5778294,145,150,0,150,0,2.4230709153389562
1403638570.6778295,145,144,0,144,0,3.2864906832298133
1403638570.7778294,139,145,0,145,0,4.7553072625698318
1403638570.8778296,137,139,0,139,0,3.0444801714898184
1403638570.9778295,132,134,0,134,0,3.7781954887218041
1403638571.0778294,121,124,0,124,0,8.6910217352346333
1403638571.1778295,114,124,0,124,0,3.7510678964044279
1403638571.2778294,111,129,0,129,0,6.5227867197759855
1403638571.3778296,119,145,0,145,0,2.4522449552881684
1403638571.4778295,121,148,0,148,0,2.4817943558436717
1403638571.5778294,113,150,0,150,0,2.3921232876712328
1403638571.6778295,112,150,0,150,0,4.3144876325088344
1403638571.7778294,109,150,0,150,0,5.5858208955223887
1403638571.8778296,107,143,0,143,0,3.2361382909328116
1403638571.9778295,103,140,0,140,0,2.6039470733348287
1403638572.0778294,98,131,0,131,0,3.5835390946502055
1403638572.1778295,106,125,0,125,0,2.9341649341649343
1403638572.2778294,102,124,0,124,0,3.2283049472830498
1403638572.3778296,97,123,0,123,0,2.6869488536155202
1403638572.4778295,88,110,0,110,0,5.8592592592592592
1403638572.5778294,91,115,0,115,0,2.5717111770524235
1403638572.6778295,88,123,0,123,0,3.0647887323943661
1403638572.7778294,90,127,0,127,0,2.7943387881468378
1403638572.8778296,91,124,0,124,0,4.436619718309859
1403638572.9778295,107,124,0,124,0,4.8304093567251467
1403638573.0778294,104,128,0,128,0,4.0750625521267718
1403638573.1778295,96,117,0,117,0,3.2370370370370374
1403638573.2778294,97,120,0,120,0,4.1821705426356584
1403638573.3778296,89,114,0,114,0,3.0216961889425655
1403638573.4778295,87,108,0,108,0,3.0579095011586772
1403638573.5778294,79,104,2,102,1,inf
1403638573.6778295,79,111,0,111,0,2.7310848935624517
1403638573.7778294,70,97,0,97,0,3.9171323141802841
1403638573.8778296,64,86,0,86,0,5.7330827067669166
1403638573.9778295,64,89,0,89,1,461.80952380952385
1403638574.0778294,55,90,0,90,1,443.10322989233686
1403638574.1778295,56,81,0,81,1,431.95121951219517
1403638574.2778294,51,94,0,94,1,428.19275549805951
1403638574.3778296,46,81,0,81,1,452.54054054054052
1403638574.4778295,47,77,0,77,0,8.8557645685921624
1403638574.5778294,45,85,0,85,0,6.3428632961826308
1403638574.6778295,47,74,0,74,1,82.749077490774908
1403638574.7778294,54,71,0,71,1,297.86913767019661
1403638574.8778296,52,71,0,71,1,12.280311457174639
1403638574.9778295,53,66,0,66,0,7.7029496799063821
1403638575.0778294,52,86,2,84,1,12.16230122556467
1403638575.1778295,56,79,1,78,1,13.786549707602342
1403638575.2778294,72,98,0,98,1,28.602655771195103
1403638575.3778296,72,97,0,97,0,6.6555984555984544
1403638575.4778295,71,95,0,95,0,2.8585964323099953
1403638575.5778294,71,87,0,87,0,9.7797696269214143
1403638575.6778295,64,85,0,85,0,9.3276047261009669
1403638575.7778294,60,87,0,87,0,6.4130760741332731
1403638575.8778296,68,82,0,82,0,4.1009890681936492
1403638575.9778295,74,83,0,83,0,7.9968634216149459
1403638576.0778294,73,83,0,83,0,7.0438920380675025
1403638576.1778295,70,84,1,83,1,26.310182370820666
1403638576.2778294,67,89,0,89,1,17.417033064782576
1403638576.3778296,65,89,4,85,3,inf
1403638576.4778295,57,92,0,92,2,391.18874560375144
1403638576.5778294,65,86,0,86,2,347.14285714285717
1403638576.6778295,63,102,1,101,2,377.88510638297868
1403638576.7778294,61,95,0,95,3,399.09168443496804
1403638576.8778296,57,83,0,83,3,335.66726780883681
1403638576.9778295,52,91,0,91,3,389.99999999999994
1403638577.0778294,57,92,0,92,3,393.58670360110801
1403638577.1778295,52,103,6,97,4,inf
1403638577.2778294,52,97,0,97,3,392.83949255377826
1403638577.3778296,53,93,0,93,3,338.41363636363633
1403638577.4778295,57,98,0,98,2,312.81148564294637
1403638577.5778294,57,91,0,91,2,371.55486862442035
1403638577.6778295,52,108,0,108,3,613.28977272727275
1403638577.7778294,52,127,5,122,4,398.89164785553049
1403638577.8778296,48,133,0,133,3,397.01655629139071
1403638577.9778295,49,116,4,112,3,380.4304600740349
1403638578.0778294,51,121,2,119,2,365.63252702007208
1403638578.1778295,49,121,2,119,2,inf
1403638578.2778294,49,109,5,104,3,439.39648173207036
1403638578.3778296,49,121,3,118,2,424.23246492985976
1403638578.4778295,49,146,13,133,3,421.63133640552996
1403638578.5778294,48,149,8,141,3,inf
1403638578.6778295,46,138,4,134,2,429.70059880239518
1403638578.7778294,45,149,12,137,4,414.98983861326957
1403638578.8778296,45,140,5,135,2,398.89279636982417
1403638578.9778295,44,150,6,144,5,inf
1403638579.0778294,44,145,4,141,4,inf
1403638579.1778295,43,127,1,126,3,337.15545243619488
1403638579.2778294,42,134,2,132,3,329.11510791366902
1403638579.3778296,41,128,1,127,2,394.89938854919399
1403638579.4778295,42,136,0,136,2,405.26480836236931
1403638579.5778294,40,131,3,128,3,393.24639289678129
1403638579.6778295,40,150,0,150,2,314.98863157894738
1403638579.7778294,39,128,1,127,5,575.90640394088666
1403638579.8778296,36,131,1,130,5,312.28352180936992
1403638579.9778295,34,130,10,120,6,414.41292639138231
1403638580.0778294,31,133,8,125,8,699.96025104602518
1403638580.1778295,28,142,6,136,5,345.03228825456245
1403638580.2778294,31,127,9,118,6,inf
1403638580.3778296,30,132,16,116,6,382.28015143320715
1403638580.4778295,31,133,10,123,4,inf
1403638580.5778294,30,150,17,133,7,426.16091954022988
1403638580.6778295,28,137,14,123,5,35.662781241528876
1403638580.7778294,27,132,5,127,3,74.240340909090904
1403638580.8778296,26,132,12,120,2,20.21702215749972
1403638580.9778295,26,150,12,138,2,25.161202565686413
1403638581.0778294,26,150,10,140,2,21.486763236961071
1403638581.1778295,27,150,11,139,2,17.022341881503337
1403638581.2778294,26,150,21,129,4,29.555555555555561
1403638581.3778296,26,138,0,138,0,9.841309105647122
1403638581.4778295,26,145,4,141,1,15.729166666666666
1403638581.5778294,28,150,13,137,3,inf
1403638581.6778295,30,123,5,118,1,12.81619834710744
1403638581.7778294,30,147,0,147,0,8.7996358988263559
1403638581.8778296,30,150,6,144,2,16.597812973292662
1403638581.9778295,30,133,7,126,3,160.62335350658597
1403638582.0778294,30,150,14,136,6,46.453453661922943
1403638582.1778295,30,148,11,137,2,18.338868531275956
1403638582.2778294,30,131,12,119,3,18.865850229525531
1403638582.3778296,28,150,6,144,2,28.713294476824863
1403638582.4778295,28,136,8,128,3,21.886983885123222
1403638582.5778294,30,143,1,142,4,26.364061501651733
1403638582.6778295,29,150,6,144,3,19.392476881391939
1403638582.7778294,30,128,7,121,3,210.8015602145295
1403638582.8778296,31,142,10,132,4,62.932034104750301
1403638582.9778295,31,125,14,111,6,inf
1403638583.0778294,31,134,6,128,3,167.58078602620088
1403638583.1778295,31,150,8,142,4,168.12381673608479
1403638583.2778294,31,150,11,139,4,inf
1403638583.3778296,30,134,4,130,4,82.278776978417255
1403638583.4778295,29,150,7,143,3,219.15598182735994
1403638583.5778294,29,140,2,138,3,191.52745569897178
1403638583.6778295,29,139,3,136,3,173.75981253661394
1403638583.7778294,29,138,0,138,2,186.97813627679898
1403638583.8778296,28,142,1,141,3,189.50152771715406
1403638583.9778295,28,150,1,149,3,188.00216966804075
1403638584.0778294,29,127,1,126,3,187.45562885720366
1403638584.1778295,30,110,0,110,3,190.77620396600568
1403638584.2778294,32,138,1,137,3,996.28296438883535
1403638584.3778296,32,144,10,134,4,606.05387205387206
1403638584.4778295,33,147,9,138,4,566.15384615384619
1403638584.5778294,33,150,8,142,4,598
1403638584.6778295,32,150,0,150,1,1043.6577946768061
1403638584.7778294,32,131,1,130,1,11.841681134733188
1403638584.8778296,32,148,0,148,1,185.63900149349263
1403638584.9778295,31,150,0,150,0,9.2758850350940101
1403638585.0778294,31,150,5,145,1,13.855029585798816
1403638585.1778295,32,141,0,141,0,9.0968333333333327
1403638585.2778294,32,150,9,141,3,inf
1403638585.3778296,33,148,3,145,2,inf
1403638585.4778295,32,146,4,142,1,33.783602150537632
1403638585.5778294,31,150,0,150,0,7.0606165291133491
1403638585.6778295,30,140,0,140,0,8.2228316172539273
1403638585.7778294,30,122,0,122,2,16.068202764976959
1403638585.8778296,30,150,0,150,1,37.092569269521405
1403638585.9778295,28,150,6,144,2,11.576740657084972
1403638586.0778294,27,130,6,124,2,18.285
1403638586.1778295,29,150,6,144,1,15.734549171001108
1403638586.2778294,30,140,7,133,2,18.70624773207539
1403638586.3778296,32,139,7,132,2,25.514389862871028
1403638586.4778295,31,130,7,123,3,126.82892606583916
1403638586.5778294,33,131,11,120,4,1112.3186221743811
1403638586.6778295,33,145,0,145,1,53.508034338542807
1403638586.7778294,33,150,9,141,3,inf
1403638586.8778296,32,137,10,127,2,14.049295774647886
1403638586.9778295,31,131,0,131,0,8.4288040191654652
1403638587.0778294,44,132,2,130,2,20.53535511274908
1403638587.1778295,40,150,5,145,2,35.320048019207675
1403638587.2778294,39,150,10,140,2,60.168449197860959
1403638587.3778296,39,150,8,142,2,27.916442953020134
1403638587.4778295,37,146,6,140,1,14.591424181855713
1403638587.5778294,36,138,3,135,1,16.269650028686176
1403638587.6778295,37,150,0,150,0,9.1760888640330176
1403638587.7778294,37,149,6,143,2,inf
1403638587.8778296,38,134,0,134,0,7.0102368207881316
1403638587.9778295,37,150,0,150,0,8.0639243128769404
1403638588.0778294,38,127,8,119,2,inf
1403638588.1778295,34,138,0,138,0,6.3479193407680281
1403638588.2778294,35,132,3,129,1,inf
1403638588.3778296,32,128,0,128,0,6.4185401723826168
1403638588.4778295,36,122,0,122,0,9.4324324324324316
1403638588.5778294,36,117,0,117,0,5.5456027413210913
1403638588.6778295,36,123,2,121,1,10.877459935995685
1403638588.7778294,36,124,0,124,0,8.4959783507479525
1403638588.8778296,34,128,0,128,1,34.03673971215737
1403638588.9778295,35,127,0,127,1,19.465986045557152
1403638589.0778294,34,135,7,128,2,inf
1403638589.1778295,40,129,0,129,0,7.3202546586509936
1403638589.2778294,42,126,1,125,1,13.74433161774934
1403638589.3778296,43,132,0,132,0,6.2260609429628868
1403638589.4778295,42,127,5,122,1,inf
1403638589.5778294,40,123,0,123,0,7.1585695006747629
1403638589.6778295,40,132,0,132,0,6.7676623376623386
1403638589.7778294,46,141,0,141,0,6.4281997374931761
1403638589.8778296,40,142,0,142,0,8.1533408351327523
1403638589.9778295,51,150,0,150,0,7.8012655261307708
1403638590.0778294,55,150,0,150,0,6.326405489879309
1403638590.1778295,53,149,0,149,1,413.36405529953919
1403638590.2778294,55,142,0,142,0,5.7610484096632781
1403638590.3778296,61,131,0,131,0,5.3188615533043899
1403638590.4778295,58,131,0,131,0,5.3907171150245938
1403638590.5778294,55,115,0,115,0,4.651005543902663
1403638590.6778295,57,106,0,106,0,5.4339237347022697
1403638590.7778294,61,112,0,112,0,6.0873039507643432
1403638590.8778296,58,109,7,102,2,inf
1403638590.9778295,58,119,0,119,0,5.4918970132591154
1403638591.0778294,64,124,0,124,0,5.6543364416262589
1403638591.1778295,65,128,0,128,0,4.9727877910607878
1403638591.2778294,60,128,0,128,0,4.2367086765759305
1403638591.3778296,57,119,0,119,0,4.3548012390294275
1403638591.4778295,56,115,0,115,0,4.3158867203858122
1403638591.5778294,57,124,0,124,0,4.8870821260217099
1403638591.6778295,57,122,0,122,0,4.2374507177659186
1403638591.7778294,59,122,0,122,0,3.9679562763136391
1403638591.8778296,60,119,0,119,0,3.9865823892350161
1403638591.9778295,60,115,0,115,0,3.9473974908696867
1403638592.0778294,60,125,0,125,0,3.823512054891113
1403638592.1778295,59,111,0,111,0,3.0062823038056683
1403638592.2778294,60,113,0,113,0,3.4441449535789155
1403638592.3778296,60,110,0,110,0,4.6109328579916822
1403638592.4778295,57,107,0,107,0,6.3926386779556452
1403638592.5778294,56,108,0,108,0,6.8240442914558379
1403638592.6778295,50,100,0,100,1,13.104424778761061
1403638592.7778294,55,117,0,117,1,14.318470784409087
1403638592.8778296,57,123,0,123,1,16.07760005687069
1403638592.9778295,66,116,0,116,0,3.2839044733839553
1403638593.0778294,84,107,0,107,1,11.971975348686342
1403638593.1778295,72,107,0,107,1,27.594594594594597
1403638593.2778294,75,118,0,118,1,232.57544910179641
1403638593.3778296,70,116,0,116,1,12.291162820067564
1403638593.4778295,72,119,0,119,2,232.83373205741626
1403638593.5778294,70,111,0,111,2,233.95279878971255
1403638593.6778295,71,114,0,114,2,232.45590881823637
1403638593.7778294,76,130,0,130,2,232.55555555555554
1403638593.8778296,68,120,0,120,2,234.18682634730538
1403638593.9778295,80,115,0,115,2,232.41671641791044
1403638594.0778294,78,111,0,111,2,233.32214563979622
1403638594.1778295,73,124,0,124,2,232.55555555555554
1403638594.2778294,74,121,0,121,2,232.83373205741626
1403638594.3778296,74,124,0,124,2,232.41671641791044
1403638594.4778295,74,116,4,112,3,inf
1403638594.5778294,74,116,0,116,2,232.55555555555554
1403638594.6778295,75,111,0,111,2,232.55555555555554
1403638594.7778294,72,112,0,112,2,232.55555555555554
1403638594.8778296,74,129,0,129,2,232.55555555555554
1403638594.9778295,73,147,0,147,2,232.69456066945608
1403638595.0778294,73,143,0,143,2,230.89494163424123
1403638595.1778295,73,150,0,150,2,232.83373205741626
1403638595.2778294,71,146,0,146,2,233.41406249999997
1403638595.3778296,70,141,0,141,2,233.41406249999997
1403638595.4778295,70,144,0,144,2,233.1823899371069
1403638595.5778294,70,141,0,141,2,232.69456066945608
1403638595.6778295,70,143,0,143,2,232.69456066945608
1403638595.7778294,74,147,0,147,2,232.69456066945608
1403638595.8778296,74,142,0,142,2,232.69456066945608
1403638595.9778295,75,146,0,146,2,232.69456066945608
1403638596.0778294,71,138,0,138,2,232.55555555555554
1403638596.1778295,71,127,0,127,2,232.55555555555554
1403638596.2778294,70,136,0,136,3,232.55555555555554
1403638596.3778296,78,127,0,127,3,232.55555555555554
1403638596.4778295,81,115,0,115,3,232.55555555555554
1403638596.5778294,82,127,0,127,3,232.55555555555554
1403638596.6778295,80,133,0,133,3,232.41671641791044
1403638596.7778294,84,128,4,124,4,inf
1403638596.8778296,81,116,0,116,3,232.55555555555554
1403638596.9778295,81,117,0,117,3,232.55555555555554
1403638597.0778294,83,129,0,129,3,189.73857363656438
1403638597.1778295,86,121,0,121,2,178.2675626145388
1403638597.2778294,84,131,1,130,3,190.20053120849934
1403638597.3778296,71,110,6,104,4,inf
1403638597.4778295,80,93,0,93,2,199.7939001848429
1403638597.5778294,78,86,0,86,3,202.36934792955734
1403638597.6778295,87,107,1,106,3,192.59642147117296
1403638597.7778294,88,95,1,94,2,249.67486502699458
1403638597.8778296,78,97,1,96,2,199.14970059880241
1403638597.9778295,84,103,0,103,2,235.57575757575756
1403638598.0778294,79,94,0,94,2,278.07306247866165
1403638598.1778295,71,93,0,93,1,268.15578947368425
1403638598.2778294,74,73,0,73,1,303.21126760563379
1403638598.3778296,70,89,0,89,1,342.97058823529414
1403638598.4778295,75,93,0,93,1,31.30555555555555
1403638598.5778294,74,87,0,87,0,5.820856944030222
1403638598.6778295,82,80,0,80,0,2.9511953817462149
1403638598.7778294,77,81,0,81,0,2.6856859289142756
1403638598.8778296,75,92,0,92,0,2.408840400404904
1403638598.9778295,74,96,0,96,0,2.8963963963963968
1403638599.0778294,73,89,0,89,0,2.308833922261484
1403638599.1778295,70,89,0,89,0,2.8647450110864745
1403638599.2778294,68,82,0,82,0,4.5643678160919539
1403638599.3778296,73,88,0,88,0,5.5869565217391299
1403638599.4778295,74,88,0,88,0,4.0584846362957823
1403638599.5778294,69,79,0,79,0,4.5232792055329787
1403638599.6778295,88,81,0,81,0,3.2928615009151927
1403638599.7778294,87,86,0,86,0,4.3418181818181827
1403638599.8778296,77,95,0,95,0,2.7994856700744242
1403638599.9778295,87,93,2,91,2,16.051297345660604
1403638600.0778294,71,98,0,98,0,4.0429908156451058
1403638600.1778295,78,103,0,103,0,3.0831786155531189
1403638600.2778294,65,114,0,114,0,3.2663359609854168
1403638600.3778296,62,109,0,109,0,3.955991412958626
1403638600.4778295,60,112,0,112,0,3.8009863498625158
1403638600.5778294,60,113,0,113,0,4.7321217842813317
1403638600.6778295,56,105,0,105,0,3.939115967625983
1403638600.7778294,60,105,0,105,0,4.657692307692308
1403638600.8778296,63,125,0,125,0,6.8613953488372088
1403638600.9778295,63,114,0,114,0,4.3264631011965511
1403638601.0778294,62,121,0,121,0,4.1144996313172379
1403638601.1778295,72,124,0,124,0,4.18975473022447
1403638601.2778294,65,128,0,128,0,4.8863996314107183
1403638601.3778296,74,139,0,139,0,4.1325617343702064
1403638601.4778295,69,143,0,143,0,4.600058394160583
1403638601.5778294,65,139,0,139,0,5.2656895236592227
1403638601.6778295,62,150,0,150,0,4.9137389307022232
1403638601.7778294,61,134,0,134,0,5.4082178458546064
1403638601.8778296,66,125,0,125,0,4.3287785277382156
1403638601.9778295,78,125,0,125,0,10.599999999999998
1403638602.0778294,76,142,0,142,0,4.6901408450704221
1403638602.1778295,80,150,0,150,0,2.8760869565217391
1403638602.2778294,78,133,0,133,0,2.6186869642195103
1403638602.3778296,76,145,0,145,0,8.761626031039107
1403638602.4778295,65,141,0,141,0,4.6841567201131937
1403638602.5778294,68,140,0,140,0,5.327953545963025
1403638602.6778295,72,131,0,131,0,3.84406914127258
1403638602.7778294,77,126,0,126,0,9.115384615384615
1403638602.8778296,70,124,0,124,0,3.9631379540895919
1403638602.9778295,75,150,0,150,0,4.8000000000000007
1403638603.0778294,70,150,0,150,0,3.9040880503144657
1403638603.1778295,91,143,0,143,0,7.0208333333333321
1403638603.2778294,87,128,0,128,0,4.4880975281331157
1403638603.3778296,89,127,0,127,0,4.6223086092288526
1403638603.4778295,87,141,0,141,0,4.7766048466864497
1403638603.5778294,87,150,0,150,0,9.5087719298245617
1403638603.6778295,86,150,0,150,0,8.6274509803921564
1403638603.7778294,88,150,0,150,0,4.9874551971326166
1403638603.8778296,88,150,0,150,0,5.7215909090909092
1403638603.9778295,100,148,0,148,0,6.0571428571428561
1403638604.0778294,92,150,0,150,0,8.5876010781671166
1403638604.1778295,87,150,0,150,0,9.8271604938271615
1403638604.2778294,86,150,5,145,1,14.675291545189504
1403638604.3778296,84,150,4,146,1,12.587754854368931
1403638604.4778295,88,150,5,145,1,11.268558951965066
1403638604.5778294,90,138,0,138,0,6.6865079365079376
1403638604.6778295,96,150,0,150,0,6.1210586881472953
1403638604.7778294,100,150,0,150,0,7.0095823095823109
1403638604.8778296,96,150,0,150,0,5.909302325581395
1403638604.9778295,94,150,0,150,0,5.6064220183486242
1403638605.0778294,95,150,0,150,0,5.0215827338129495
1403638605.1778295,104,147,0,147,0,4.7956565073702997
1403638605.2778294,106,150,0,150,0,3.5265146960989413
1403638605.3778296,108,150,0,150,0,3.9343704957626966
1403638605.4778295,108,147,0,147,0,5.5576719576719578
1403638605.5778294,108,150,0,150,0,5.8014605047921632
1403638605.6778295,110,150,0,150,0,7.4499999999999993
1403638605.7778294,110,150,0,150,0,4.7611749680715194
1403638605.8778296,110,150,0,150,0,6.2492613348427692
1403638605.9778295,112,150,0,150,0,10.532407407407407
1403638606.0778294,109,150,0,150,0,5.4090909090909101
1403638606.1778295,109,150,0,150,0,4.8200105106616133
1403638606.2778294,115,150,0,150,0,5.7727080692860158
1403638606.3778296,110,150,0,150,0,5.3011679644048941
1403638606.4778295,97,145,0,145,0,8.8496240601503739
1403638606.5778294,122,150,0,150,0,4.7999999999999998
1403638606.6778295,112,144,0,144,0,5.9979149291075897
1403638606.7778294,109,150,0,150,0,4.082686169758829
1403638606.8778296,100,150,0,150,0,4.9894456762749453
1403638606.9778295,93,139,0,139,0,5.6285714285714281
1403638607.0778294,122,139,0,139,0,4.1341061335854601
1403638607.1778295,104,126,0,126,0,5.8536585365853657
1403638607.2778294,104,133,0,133,0,5.6969696969696972
1403638607.3778296,105,137,0,137,0,5.8104906937394247
1403638607.4778295,103,148,0,148,0,6.8359173126614978
1403638607.5778294,99,150,0,150,0,9.3904958677685961
1403638607.6778295,104,150,0,150,0,8.4893617021276597
1403638607.7778294,102,150,0,150,0,4.800544829403135
1403638607.8778296,119,149,0,149,0,5.7547169811320753
1403638607.9778295,116,150,0,150,0,5.5135464231354643
1403638608.0778294,109,142,0,142,0,4.0654675887696117
1403638608.1778295,111,147,0,147,0,4.6645429141716566
1403638608.2778294,107,143,0,143,0,4.3867841409691621
1403638608.3778296,105,139,0,139,0,10.508196721311476
1403638608.4778295,112,146,0,146,0,3.7897289211955809
1403638608.5778294,107,150,0,150,0,5.4090909090909092
1403638608.6778295,112,150,0,150,0,3.9711538461538458
1403638608.7778294,120,139,0,139,0,4.7070293047308942
1403638608.8778296,103,141,0,141,0,8.0544747081712078
1403638608.9778295,111,140,0,140,0,4.6986301369863019
1403638609.0778294,132,140,0,140,0,4.8660179647759456
1403638609.1778295,135,138,0,138,0,5.1534133629528371
1403638609.2778294,130,140,0,140,0,4.5781155130540387
1403638609.3778296,132,145,0,145,0,4.6806785731571567
1403638609.4778295,131,150,0,150,0,4.6952646712349351
1403638609.5778294,124,145,0,145,0,5.0326832713799146
1403638609.6778295,121,143,0,143,0,4.6291866028708135
1403638609.7778294,122,150,0,150,0,3.7699010619950979
1403638609.8778296,120,150,0,150,0,5.9075460829493078
1403638609.9778295,120,147,0,147,0,4.5
1403638610.0778294,129,150,0,150,0,5.1228070175438596
1403638610.1778295,127,147,0,147,0,3.2340179492003056
1403638610.2778294,132,150,0,150,0,4.2303664921465964
1403638610.3778296,129,148,0,148,0,4.1072947092098939
1403638610.4778295,128,150,0,150,0,4.5148721931545674
1403638610.5778294,132,150,0,150,0,4.5656847644718264
1403638610.6778295,129,149,0,149,0,3.6560065074064561
1403638610.7778294,129,144,0,144,0,3.7074792243767316
1403638610.8778296,125,144,0,144,0,4.105038759689922
1403638610.9778295,132,149,0,149,0,5.8451612903225811
1403638611.0778294,126,150,0,150,0,6.5132978723404253
1403638611.1778295,123,149,0,149,0,5.5842519685039385
1403638611.2778294,120,150,0,150,0,4.4436183395291193
1403638611.3778296,114,150,0,150,0,4.3944773175542409
1403638611.4778295,123,150,0,150,0,3.375
1403638611.5778294,127,148,0,148,0,4.7845377267277724
1403638611.6778295,124,150,0,150,0,5.6044657097288679
1403638611.7778294,134,150,0,150,0,4.3863887255658272
1403638611.8778296,132,150,0,150,0,4.2217867982718102
1403638611.9778295,131,150,0,150,0,4.4747887521962442
1403638612.0778294,134,148,0,148,0,4.6568891770755121
1403638612.1778295,145,150,0,150,0,4.3451005025125626
1403638612.2778294,147,150,0,150,0,4.456950916054744
1403638612.3778296,145,149,0,149,0,4.3565019083618717
1403638612.4778295,149,150,0,150,0,4.5498539942642386
1403638612.5778294,146,148,0,148,0,4.4686924946846034
1403638612.6778295,144,147,0,147,0,4.8272171253822638
1403638612.7778294,145,147,0,147,0,4.0820814394740665
1403638612.8778296,143,150,0,150,0,4.0145282390224626
1403638612.9778295,144,150,0,150,0,4.0165492962843405
1403638613.0778294,150,150,0,150,0,3.6083216078656184
1403638613.1778295,148,150,0,150,0,3.6589513644326965
1403638613.2778294,149,150,0,150,0,3.9323761000463175
1403638613.3778296,144,150,0,150,0,5.2232142857142856
1403638613.4778295,149,150,0,150,0,3.5669626655779356
1403638613.5778294,150,150,0,150,0,3.739817518809267
1403638613.6778295,150,150,0,150,0,3.6663037214885952
1403638613.7778294,148,150,0,150,0,5.695081967213115
1403638613.8778296,147,150,0,150,0,3.8877341251713107
1403638613.9778295,145,150,0,150,0,3.9022556390977448
1403638614.0778294,141,150,0,150,0,10.473455017140738
1403638614.1778295,138,150,0,150,0,7.2908587257617725
1403638614.2778294,143,150,0,150,0,6.7791744797092388
1403638614.3778296,131,150,0,150,0,3.7767731565199916
1403638614.4778295,129,150,0,150,0,6.7882183908045972
1403638614.5778294,137,150,0,150,0,6.663332931678517
1403638614.6778295,131,150,0,150,0,7.1417064122946474
1403638614.7778294,123,150,0,150,0,6.2071967146807756
1403638614.8778296,113,150,4,146,1,13.160946745562129
1403638614.9778295,111,150,9,141,2,19.320728208835995
1403638615.0778294,111,150,0,150,0,10.241746322283236
1403638615.1778295,105,135,0,135,0,9.8001105961659984
1403638615.2778294,107,134,0,134,0,8.2951880214881708
1403638615.3778296,86,105,6,99,1,15.155919155233022
1403638615.4778295,84,137,0,137,0,10.599999999999998
1403638615.5778294,80,132,0,132,0,10.599999999999998
1403638615.6778295,84,93,2,91,1,10.997490696438065
1403638615.7778294,63,95,5,90,2,12.402454329940035
1403638615.8778296,63,133,8,125,2,11.986053328290469
1403638615.9778295,70,114,5,109,2,15.092969431001833
1403638616.0778294,68,119,4,115,1,12.28696592554576
1403638616.1778295,68,109,6,103,2,19.266237251744499
1403638616.2778294,58,112,2,110,1,10.871433777592669
1403638616.3778296,68,127,4,123,1,11.706826961886639
1403638616.4778295,71,141,7,134,1,13.102426961122612
1403638616.5778294,60,132,5,127,1,16.060837713011626
1403638616.6778295,61,125,4,121,1,12.576317933930921
1403638616.7778294,56,138,11,127,2,14.264220877458394
1403638616.8778296,57,122,0,122,0,10.734235267140564
1403638616.9778295,59,119,5,114,2,13.42604905437352
1403638617.0778294,70,121,4,117,1,14.085060933862797
1403638617.1778295,69,135,11,124,2,25.164133738601823
1403638617.2778294,105,127,3,124,1,23.393243058405144
1403638617.3778296,100,119,8,111,2,17.824461202088258
1403638617.4778295,98,129,0,129,0,10.659725241283367
1403638617.5778294,103,139,0,139,0,4.3597096831297577
1403638617.6778295,99,137,0,137,0,3.9710100701861464
1403638617.7778294,94,144,0,144,0,5.3395061728395063
1403638617.8778296,95,138,0,138,0,7.5590132827324474
1403638617.9778295,92,142,0,142,0,6.3537319496251436
1403638618.0778294,87,150,0,150,0,4.8019575856443719
1403638618.1778295,87,147,0,147,0,5.5357589270632754
1403638618.2778294,89,150,0,150,0,3.6720506317794523
1403638618.3778296,92,150,0,150,0,5.123124326761693
1403638618.4778295,87,141,0,141,0,4.7096410978184373
1403638618.5778294,82,149,0,149,0,5.1135879046326815
1403638618.6778295,103,148,0,148,0,6.7520050953010005
1403638618.7778294,88,150,0,150,0,6.9587791910626562
1403638618.8778296,87,150,0,150,0,5.8414322250639392
1403638618.9778295,85,145,0,145,0,5.64394592476489
1403638619.0778294,94,139,2,137,1,13.36342357461467
1403638619.1778295,86,138,1,137,1,12.259622052704577
1403638619.2778294,85,146,2,144,1,28.925925925925924
1403638619.3778296,81,139,2,137,2,88.233514986375994
1403638619.4778295,87,144,0,144,1,88.770145127850711
1403638619.5778294,112,150,0,150,2,421.12676056338029
1403638619.6778295,113,150,0,150,1,16.494734523022693
1403638619.7778294,129,150,0,150,0,5.9569808572617564
